genus,species,accession,phenotype,antibiotic,measurement_sign,measurement_value,measurement_unit,laboratory_typing_method,laboratory_typing_platform,testing_standard,testing_standard_year,publication,isolation_source,isolation_country,collection_date
Salmonella,enterica,SRR3665110,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665111,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665112,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665113,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665114,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665115,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2011
Salmonella,enterica,SRR3665116,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665117,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665118,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665119,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2011
Salmonella,enterica,SRR3665120,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665121,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665122,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665123,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665124,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665125,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665126,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665127,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2011
Salmonella,enterica,SRR3665128,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665130,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665131,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665132,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2011
Salmonella,enterica,SRR3665133,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665134,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,pork chop,USA,2011
Salmonella,enterica,SRR3665135,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665136,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665137,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665138,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665139,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665140,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665141,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665142,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,pork chop,USA,2011
Salmonella,enterica,SRR3665143,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,pork chop,USA,2011
Salmonella,enterica,SRR3665144,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2011
Salmonella,enterica,SRR3665145,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2011
Salmonella,enterica,SRR3665146,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2011
Salmonella,enterica,SRR3665147,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665148,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665149,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665151,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665152,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665153,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665154,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665155,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665156,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665157,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665158,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665159,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665160,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665161,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665162,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665163,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665164,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665165,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665166,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665167,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665168,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665169,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665170,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665171,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665172,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665173,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,pork chops,USA,2011
Salmonella,enterica,SRR3665174,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665175,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665176,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,ground beef,USA,2011
Salmonella,enterica,SRR3665178,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,pork chop,USA,2011
Salmonella,enterica,SRR3665179,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665180,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2011
Salmonella,enterica,SRR3665181,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665182,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665183,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2011
Salmonella,enterica,SRR3665184,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665185,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665186,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665187,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665188,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665189,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665191,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2011
Salmonella,enterica,SRR3665192,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665193,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665194,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665195,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665196,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665197,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665198,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665199,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2011
Salmonella,enterica,SRR3665200,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665201,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665202,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665203,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken wings,USA,2011
Salmonella,enterica,SRR3665204,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665205,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,ground beef,USA,2011
Salmonella,enterica,SRR3665206,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665207,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665208,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665209,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665210,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665211,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken wings,USA,2011
Salmonella,enterica,SRR3665212,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665213,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665214,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665215,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665216,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665217,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665218,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665219,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken wings,USA,2011
Salmonella,enterica,SRR3665220,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken wings,USA,2011
Salmonella,enterica,SRR3665221,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665222,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665223,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665224,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665225,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665226,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665228,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665230,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665231,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665232,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665234,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665236,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,pork chop,USA,2011
Salmonella,enterica,SRR3665237,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,pork chop,USA,2011
Salmonella,enterica,SRR3665238,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,pork chop,USA,2011
Salmonella,enterica,SRR3665239,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,pork chop,USA,2011
Salmonella,enterica,SRR3665240,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,pork chops,USA,2011
Salmonella,enterica,SRR3665241,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,pork chop,USA,2011
Salmonella,enterica,SRR3665242,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,pork chop,USA,2011
Salmonella,enterica,SRR3665243,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665244,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665245,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground beef,USA,2011
Salmonella,enterica,SRR3665246,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665247,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665248,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665249,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665250,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665251,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665252,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665253,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665254,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665255,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665256,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665257,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665258,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665259,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665260,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665261,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665262,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665263,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665264,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665265,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665266,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665267,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665268,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground beef,USA,2011
Salmonella,enterica,SRR3665269,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground beef,USA,2011
Salmonella,enterica,SRR3665271,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665272,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665273,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665274,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665275,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken wings,USA,2011
Salmonella,enterica,SRR3665276,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken wings,USA,2011
Salmonella,enterica,SRR3665277,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken wings,USA,2011
Salmonella,enterica,SRR3665278,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665279,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665280,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken wings,USA,2011
Salmonella,enterica,SRR3665281,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken wings,USA,2011
Salmonella,enterica,SRR3665282,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken wings,USA,2011
Salmonella,enterica,SRR3665283,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665284,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665285,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665286,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665287,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665288,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665289,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665290,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,pork chop,USA,2011
Salmonella,enterica,SRR3665291,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,pork chops,USA,2011
