ARO	Gene Name	Antibiotic	AMR Gene Family	Drug Class	Resistance Mechanism
3006096	OXA-909	oxacillin	OXA beta-lactamase, OXA-51-like beta-lactamase	carbapenem, penam	antibiotic inactivation
3006097	OXA-910	oxacillin	OXA beta-lactamase, OXA-51-like beta-lactamase	carbapenem, penam	antibiotic inactivation
3006098	OXA-911	oxacillin	OXA beta-lactamase, OXA-23-like beta-lactamase	carbapenem, penam	antibiotic inactivation
3006099	OXA-912	oxacillin	OXA beta-lactamase, OXA-12-like beta-lactamase	penam	antibiotic inactivation
3006100	OXA-913	oxacillin	OXA beta-lactamase, OXA-50-like beta-lactamase	penam	antibiotic inactivation
3006101	OXA-914	oxacillin	OXA beta-lactamase, OXA-50-like beta-lactamase	penam	antibiotic inactivation
3006102	OXA-916	oxacillin	OXA beta-lactamase, OXA-51-like beta-lactamase	carbapenem, penam	antibiotic inactivation
3006103	OXA-917	oxacillin	OXA beta-lactamase, OXA-427-like beta-lactamase	carbapenem, penam	antibiotic inactivation
3006104	OXA-918	oxacillin	OXA beta-lactamase, OXA-48-like beta-lactamase	carbapenem, penam	antibiotic inactivation
3006105	OXA-919	oxacillin	OXA beta-lactamase	penam	antibiotic inactivation
3006106	OXA-920	oxacillin	OXA beta-lactamase, OXA-48-like beta-lactamase	carbapenem, penam	antibiotic inactivation
3006107	OXA-921	oxacillin	OXA beta-lactamase, OXA-1-like beta-lactamase	cephalosporin, penam	antibiotic inactivation
3006108	OXA-922	oxacillin	OXA beta-lactamase, OXA-48-like beta-lactamase	carbapenem, penam	antibiotic inactivation
3006109	OXA-923	oxacillin	OXA beta-lactamase, OXA-48-like beta-lactamase	carbapenem, penam	antibiotic inactivation
3006110	OXA-924	oxacillin	OXA beta-lactamase, OXA-48-like beta-lactamase	carbapenem, penam	antibiotic inactivation
3006111	OXA-925	oxacillin	OXA beta-lactamase	penam	antibiotic inactivation
3006112	OXA-927	oxacillin	OXA beta-lactamase, OXA-51-like beta-lactamase	carbapenem, penam	antibiotic inactivation
3006113	OXA-928	oxacillin	OXA beta-lactamase, OXA-10-like beta-lactamase	cephalosporin, penam	antibiotic inactivation
3006114	OXA-929	oxacillin	OXA beta-lactamase, OXA-48-like beta-lactamase	carbapenem, penam	antibiotic inactivation
3006115	OXA-932	oxacillin	OXA beta-lactamase, OXA-10-like beta-lactamase	cephalosporin, penam	antibiotic inactivation
3006116	OXA-935	oxacillin	OXA beta-lactamase, OXA-10-like beta-lactamase	cephalosporin, penam	antibiotic inactivation
3006117	OXA-937	oxacillin	OXA beta-lactamase, OXA-50-like beta-lactamase	penam	antibiotic inactivation
3006118	OXA-938	oxacillin	OXA beta-lactamase, OXA-51-like beta-lactamase	carbapenem, penam	antibiotic inactivation
3006119	OXA-939	oxacillin	OXA beta-lactamase, OXA-51-like beta-lactamase	carbapenem, penam	antibiotic inactivation
3006120	OXA-940	oxacillin	OXA beta-lactamase, OXA-51-like beta-lactamase	carbapenem, penam	antibiotic inactivation
3006121	OXA-941	oxacillin	OXA beta-lactamase, OXA-213-like beta-lactamase	carbapenem, penam	antibiotic inactivation
3006122	OXA-942	oxacillin	OXA beta-lactamase, OXA-213-like beta-lactamase	carbapenem, penam	antibiotic inactivation
3006123	OXA-943	oxacillin	OXA beta-lactamase, OXA-213-like beta-lactamase	carbapenem, penam	antibiotic inactivation
3006124	OXA-945	oxacillin	OXA beta-lactamase, OXA-143-like beta-lactamase	carbapenem, penam	antibiotic inactivation
3006125	OXA-946	oxacillin	OXA beta-lactamase, OXA-679-like beta-lactamase	carbapenem, penam	antibiotic inactivation
3006126	OXA-947	oxacillin	OXA beta-lactamase, OXA-679-like beta-lactamase	carbapenem, penam	antibiotic inactivation
3006127	OXA-948	oxacillin	OXA beta-lactamase, OXA-679-like beta-lactamase	carbapenem, penam	antibiotic inactivation
3006128	OXA-949	oxacillin	OXA beta-lactamase, OXA-679-like beta-lactamase	carbapenem, penam	antibiotic inactivation
3006129	OXY-2-14		OXY beta-lactamase	monobactam, cephalosporin, penam	antibiotic inactivation
3006130	OXY-2-15		OXY beta-lactamase	monobactam, cephalosporin, penam	antibiotic inactivation
3006131	PER-10		PER beta-lactamase	monobactam, carbapenem, cephalosporin, penam, penem	antibiotic inactivation
3006132	PER-11		PER beta-lactamase	monobactam, carbapenem, cephalosporin, penam, penem	antibiotic inactivation
3006133	PER-12		PER beta-lactamase	monobactam, carbapenem, cephalosporin, penam, penem	antibiotic inactivation
3006134	PER-13		PER beta-lactamase	monobactam, carbapenem, cephalosporin, penam, penem	antibiotic inactivation
3006135	PER-14		PER beta-lactamase	monobactam, carbapenem, cephalosporin, penam, penem	antibiotic inactivation
3006136	PER-15		PER beta-lactamase	monobactam, carbapenem, cephalosporin, penam, penem	antibiotic inactivation
3006137	PER-16		PER beta-lactamase	monobactam, carbapenem, cephalosporin, penam, penem	antibiotic inactivation
3006138	PER-9		PER beta-lactamase	monobactam, carbapenem, cephalosporin, penam, penem	antibiotic inactivation
3006139	TEM-98	ceftazidime, ampicillin	TEM beta-lactamase	monobactam, cephalosporin, penam, penem	antibiotic inactivation
3006140	TEM-99	ceftazidime, ampicillin	TEM beta-lactamase	monobactam, cephalosporin, penam, penem	antibiotic inactivation
3006141	OKP-A-17		OKP beta-lactamase	cephalosporin, penam	antibiotic inactivation
3006142	OKP-B-16		OKP beta-lactamase	cephalosporin, penam	antibiotic inactivation
3006143	OKP-B-21		OKP beta-lactamase	cephalosporin, penam	antibiotic inactivation
3006144	OKP-B-22		OKP beta-lactamase	cephalosporin, penam	antibiotic inactivation
3006145	OKP-B-23		OKP beta-lactamase	cephalosporin, penam	antibiotic inactivation
3006146	OKP-B-24		OKP beta-lactamase	cephalosporin, penam	antibiotic inactivation
3006147	OKP-B-34		OKP beta-lactamase	cephalosporin, penam	antibiotic inactivation
3006148	OKP-B-36		OKP beta-lactamase	cephalosporin, penam	antibiotic inactivation
3006149	OKP-B-40		OKP beta-lactamase	cephalosporin, penam	antibiotic inactivation
3006150	OKP-B-41		OKP beta-lactamase	cephalosporin, penam	antibiotic inactivation
3006151	OKP-B-45		OKP beta-lactamase	cephalosporin, penam	antibiotic inactivation
3006152	OKP-C-1		OKP beta-lactamase	cephalosporin, penam	antibiotic inactivation
3006153	OKP-D-1		OKP beta-lactamase	cephalosporin, penam	antibiotic inactivation
3006154	BEL-4		BEL beta-lactamase	monobactam, cephalosporin, penam	antibiotic inactivation
3006155	CME-2		CME beta-lactamase	penam	antibiotic inactivation
3006156	GES-27		GES beta-lactamase	carbapenem, cephalosporin, penam	antibiotic inactivation
3006157	GES-28		GES beta-lactamase	carbapenem, cephalosporin, penam	antibiotic inactivation
3006158	GES-29		GES beta-lactamase	carbapenem, cephalosporin, penam	antibiotic inactivation
3006159	GES-30		GES beta-lactamase	carbapenem, cephalosporin, penam	antibiotic inactivation
3006160	GES-31		GES beta-lactamase	carbapenem, cephalosporin, penam	antibiotic inactivation
3006161	GES-32		GES beta-lactamase	carbapenem, cephalosporin, penam	antibiotic inactivation
3006162	GES-33		GES beta-lactamase	carbapenem, cephalosporin, penam	antibiotic inactivation
3006163	GES-34		GES beta-lactamase	carbapenem, cephalosporin, penam	antibiotic inactivation
3006164	GES-35		GES beta-lactamase	carbapenem, cephalosporin, penam	antibiotic inactivation
3006165	GES-36		GES beta-lactamase	carbapenem, cephalosporin, penam	antibiotic inactivation
3006166	GES-37		GES beta-lactamase	carbapenem, cephalosporin, penam	antibiotic inactivation
3006167	GES-38		GES beta-lactamase	carbapenem, cephalosporin, penam	antibiotic inactivation
3006168	GES-39		GES beta-lactamase	carbapenem, cephalosporin, penam	antibiotic inactivation
3006169	GES-40		GES beta-lactamase	carbapenem, cephalosporin, penam	antibiotic inactivation
3006170	GES-41		GES beta-lactamase	carbapenem, cephalosporin, penam	antibiotic inactivation
3006171	GES-42		GES beta-lactamase	carbapenem, cephalosporin, penam	antibiotic inactivation
3006172	GES-43		GES beta-lactamase	carbapenem, cephalosporin, penam	antibiotic inactivation
3006173	GES-44		GES beta-lactamase	carbapenem, cephalosporin, penam	antibiotic inactivation
3006174	GES-45		GES beta-lactamase	carbapenem, cephalosporin, penam	antibiotic inactivation
3006175	GES-46		GES beta-lactamase	carbapenem, cephalosporin, penam	antibiotic inactivation
3006176	IMI-12		IMI beta-lactamase	carbapenem	antibiotic inactivation
3006177	IMI-13		IMI beta-lactamase	carbapenem	antibiotic inactivation
3006178	IMI-14		IMI beta-lactamase	carbapenem	antibiotic inactivation
3006179	IMI-15		IMI beta-lactamase	carbapenem	antibiotic inactivation
3006180	IMI-16		IMI beta-lactamase	carbapenem	antibiotic inactivation
3006181	IMI-17		IMI beta-lactamase	carbapenem	antibiotic inactivation
3006182	IMI-18		IMI beta-lactamase	carbapenem	antibiotic inactivation
3006183	IMI-19		IMI beta-lactamase	carbapenem	antibiotic inactivation
3006184	IMI-20		IMI beta-lactamase	carbapenem	antibiotic inactivation
3006185	IMI-21		IMI beta-lactamase	carbapenem	antibiotic inactivation
3006186	KPC-44		KPC beta-lactamase	monobactam, carbapenem, cephalosporin, penam	antibiotic inactivation
3006187	KPC-58		KPC beta-lactamase	monobactam, carbapenem, cephalosporin, penam	antibiotic inactivation
3006188	KPC-59		KPC beta-lactamase	monobactam, carbapenem, cephalosporin, penam	antibiotic inactivation
3006189	KPC-60		KPC beta-lactamase	monobactam, carbapenem, cephalosporin, penam	antibiotic inactivation
3006190	KPC-61		KPC beta-lactamase	monobactam, carbapenem, cephalosporin, penam	antibiotic inactivation
3006191	KPC-62		KPC beta-lactamase	monobactam, carbapenem, cephalosporin, penam	antibiotic inactivation
3006192	KPC-63		KPC beta-lactamase	monobactam, carbapenem, cephalosporin, penam	antibiotic inactivation
3006193	KPC-64		KPC beta-lactamase	monobactam, carbapenem, cephalosporin, penam	antibiotic inactivation
3006194	KPC-65		KPC beta-lactamase	monobactam, carbapenem, cephalosporin, penam	antibiotic inactivation
3006195	KPC-66		KPC beta-lactamase	monobactam, carbapenem, cephalosporin, penam	antibiotic inactivation
3006196	KPC-71		KPC beta-lactamase	monobactam, carbapenem, cephalosporin, penam	antibiotic inactivation
3006197	KPC-72		KPC beta-lactamase	monobactam, carbapenem, cephalosporin, penam	antibiotic inactivation
3006198	KPC-73		KPC beta-lactamase	monobactam, carbapenem, cephalosporin, penam	antibiotic inactivation
3006199	KPC-74		KPC beta-lactamase	monobactam, carbapenem, cephalosporin, penam	antibiotic inactivation
3006200	KPC-75		KPC beta-lactamase	monobactam, carbapenem, cephalosporin, penam	antibiotic inactivation
3006201	KPC-76		KPC beta-lactamase	monobactam, carbapenem, cephalosporin, penam	antibiotic inactivation
3006202	KPC-77		KPC beta-lactamase	monobactam, carbapenem, cephalosporin, penam	antibiotic inactivation
3006203	KPC-78		KPC beta-lactamase	monobactam, carbapenem, cephalosporin, penam	antibiotic inactivation
3006204	KPC-79		KPC beta-lactamase	monobactam, carbapenem, cephalosporin, penam	antibiotic inactivation
3006205	KPC-80		KPC beta-lactamase	monobactam, carbapenem, cephalosporin, penam	antibiotic inactivation
3006206	KPC-81		KPC beta-lactamase	monobactam, carbapenem, cephalosporin, penam	antibiotic inactivation
3006207	KPC-82		KPC beta-lactamase	monobactam, carbapenem, cephalosporin, penam	antibiotic inactivation
3006208	VEB-11		VEB beta-lactamase	monobactam, cephalosporin	antibiotic inactivation
3006209	VEB-12		VEB beta-lactamase	monobactam, cephalosporin	antibiotic inactivation
3006210	VEB-13		VEB beta-lactamase	monobactam, cephalosporin	antibiotic inactivation
3006211	VEB-14		VEB beta-lactamase	monobactam, cephalosporin	antibiotic inactivation
3006212	VEB-15		VEB beta-lactamase	monobactam, cephalosporin	antibiotic inactivation
3006213	VEB-17		VEB beta-lactamase	monobactam, cephalosporin	antibiotic inactivation
3006214	VEB-19		VEB beta-lactamase	monobactam, cephalosporin	antibiotic inactivation
3006215	VEB-20		VEB beta-lactamase	monobactam, cephalosporin	antibiotic inactivation
3006216	VEB-21		VEB beta-lactamase	monobactam, cephalosporin	antibiotic inactivation
3006217	VEB-22		VEB beta-lactamase	monobactam, cephalosporin	antibiotic inactivation
3006218	VEB-23		VEB beta-lactamase	monobactam, cephalosporin	antibiotic inactivation
3006219	VEB-24		VEB beta-lactamase	monobactam, cephalosporin	antibiotic inactivation
3006220	VEB-25		VEB beta-lactamase	monobactam, cephalosporin	antibiotic inactivation
3006221	VEB-26		VEB beta-lactamase	monobactam, cephalosporin	antibiotic inactivation
3006222	VEB-27		VEB beta-lactamase	monobactam, cephalosporin	antibiotic inactivation
3006223	BKC-2		BKC Beta-lactamase	carbapenem	antibiotic inactivation
3006224	CepA-29		CepA beta-lactamase	cephalosporin	antibiotic inactivation
3006225	CepA-44		CepA beta-lactamase	cephalosporin	antibiotic inactivation
3006226	CepA-49		CepA beta-lactamase	cephalosporin	antibiotic inactivation
3006227	FRI-10		FRI beta-lactamase	penam	antibiotic inactivation
3006228	ACC-1a	cefepime, ceftazidime, piperacillin, aztreonam, cefotaxime, cefotetan, flomoxef, moxalactam, cefpirome	ACC beta-lactamase	monobactam, cephalosporin, cephamycin, penam, oxacephem	antibiotic inactivation
3006229	ACC-1b	cefepime, ceftazidime, piperacillin, aztreonam, cefotaxime, cefotetan, flomoxef, moxalactam, cefpirome	ACC beta-lactamase	monobactam, cephalosporin, cephamycin, penam, oxacephem	antibiotic inactivation
3006230	ACC-1c	cefepime, ceftazidime, piperacillin, aztreonam, cefotaxime, cefotetan, flomoxef, moxalactam, cefpirome	ACC beta-lactamase	monobactam, cephalosporin, cephamycin, penam, oxacephem	antibiotic inactivation
3006231	ACC-1d	cefepime, ceftazidime, piperacillin, aztreonam, cefotaxime, cefotetan, flomoxef, moxalactam, cefpirome	ACC beta-lactamase	monobactam, cephalosporin, cephamycin, penam, oxacephem	antibiotic inactivation
3006232	ACC-7	ceftazidime	ACC beta-lactamase	monobactam, cephalosporin, penam	antibiotic inactivation
3006233	ACC-8	ceftazidime	ACC beta-lactamase	monobactam, cephalosporin, penam	antibiotic inactivation
3006234	ACT-39		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006235	ACT-40		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006236	ACT-41		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006237	ACT-42		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006238	ACT-43		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006239	ACT-44		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006240	ACT-45		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006241	ACT-46		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006242	ACT-47		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006243	ACT-48		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006244	ACT-49		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006245	ACT-50		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006246	ACT-51		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006247	ACT-52		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006248	ACT-53		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006249	ACT-54		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006250	ACT-55		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006251	ACT-56		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006252	ACT-57		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006253	ACT-58		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006254	ACT-59		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006255	ACT-60		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006256	ACT-61		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006257	ACT-62		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006258	ACT-63		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006259	ACT-64		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006260	ACT-65		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006261	ACT-66		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006262	ACT-67		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006263	ACT-68		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006264	ACT-69		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006265	ACT-70		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006266	ACT-72		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006267	ACT-73		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006268	ACT-74		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006269	ACT-75		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006270	ACT-76		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006271	ACT-77		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006272	ACT-78		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006273	ACT-79		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006274	ACT-80		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006275	ACT-81		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006276	ACT-82		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006277	ACT-83		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006278	ACT-84		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006279	ACT-87		ACT beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3006280	ADC-100		ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
3006281	ADC-101		ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
